request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_43,10045190.49,affordable_later,wait,2024-10-14:43339000,2024-10-14,,Wait until 2024-10-14 to make the full payment. Paying earlier would risk the required minimum balance.
request_44,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_45,5589650.69,affordable_later,wait,2026-08-14:21983000,2026-08-14,,Wait until 2026-08-14 to make the full payment. Paying earlier would risk the required minimum balance.
request_46,49450.00,affordable_with_plan,full_payment,2024-12-03:49450,2024-12-03,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_47,38114000.00,affordable_now,full_payment,2025-05-05:38114000,2025-05-05,,Pay 38114000.00 today. The projected balance remains above the required minimum.
request_48,45700.00,affordable_now,full_payment,2026-07-25:45700,2026-07-25,,Pay 45700.00 today. The projected balance remains above the required minimum.
request_49,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_50,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_51,2191000.00,affordable_now,full_payment,2026-01-03:2191000,2026-01-03,,Pay 2191000.00 today. The projected balance remains above the required minimum.
request_52,26970.00,affordable_later,wait,2024-06-14:28870,2024-06-14,,Wait until 2024-06-14 to make the full payment. Paying earlier would risk the required minimum balance.
request_53,755.42,affordable_with_plan,installments,2025-11-21:589.06;2025-12-19:589.06;2026-01-16:589.06,2026-01-16,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_54,7467.87,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_55,160691.19,affordable_with_plan,installments,2026-06-11:75781.33;2026-07-12:75781.33;2026-08-12:75781.33,2026-08-12,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_56,837.31,affordable_with_plan,installments,2025-02-03:458.42;2025-03-03:458.42,2025-03-03,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_57,18159.47,affordable_later,wait,2026-05-14:61446,2026-05-14,,Wait until 2026-05-14 to make the full payment. Paying earlier would risk the required minimum balance.
request_58,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_59,140600.00,affordable_with_plan,installments,2025-05-07:48741.33;2025-06-04:48741.33;2025-07-02:48741.33,2025-07-02,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_60,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_61,29062.00,affordable_with_plan,installments,2024-03-17:10074.83;2024-04-17:10074.83;2024-05-18:10074.83,2024-05-18,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_62,404.22,affordable_now,full_payment,2025-08-05:404.23,2025-08-05,,Pay 404.22 today. The projected balance remains above the required minimum.
request_63,72210.63,affordable_later,wait,2026-09-13:343900,2026-09-13,,Wait until 2026-09-13 to make the full payment. Paying earlier would risk the required minimum balance.
request_64,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_65,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_66,22200.00,affordable_now,full_payment,2026-04-03:22200,2026-04-03,,Pay 22200.00 today. The projected balance remains above the required minimum.
request_67,630.45,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_68,1697.26,affordable_with_plan,installments,2025-02-14:725.09;2025-03-14:725.09;2025-04-11:725.09,2025-04-11,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_69,529.10,affordable_now,full_payment,2026-01-04:529.1,2026-01-04,,Pay 529.10 today. The projected balance remains above the required minimum.
request_70,63075.81,affordable_later,wait,2025-01-16:243900,2025-01-16,,Wait until 2025-01-16 to make the full payment. Paying earlier would risk the required minimum balance.
request_71,2482790.02,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_72,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_73,71400.00,affordable_now,full_payment,2023-01-20:71400,2023-01-20,,Pay 71400.00 today. The projected balance remains above the required minimum.
request_74,5010.00,affordable_now,full_payment,2025-08-04:5010,2025-08-04,,Pay 5010.00 today. The projected balance remains above the required minimum.
request_75,28270.00,affordable_with_plan,installments,2026-04-09:9800.27;2026-05-09:9800.27;2026-06-08:9800.27,2026-06-08,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_76,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_77,60700.00,affordable_now,full_payment,2025-11-05:60700,2025-11-05,,Pay 60700.00 today. The projected balance remains above the required minimum.
request_78,50200.00,affordable_now,full_payment,2025-10-02:50200,2025-10-02,,Pay 50200.00 today. The projected balance remains above the required minimum.
request_79,880.60,affordable_later,wait,2024-10-14:2151.6,2024-10-14,,Wait until 2024-10-14 to make the full payment. Paying earlier would risk the required minimum balance.
request_80,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_81,2076.00,affordable_now,full_payment,2026-07-03:2076,2026-07-03,,Pay 2076.00 today. The projected balance remains above the required minimum.
request_82,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_83,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_84,47220.84,affordable_later,wait,2026-04-14:95400,2026-04-14,,Wait until 2026-04-14 to make the full payment. Paying earlier would risk the required minimum balance.
request_85,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_86,46300.00,affordable_now,full_payment,2025-08-03:46300,2025-08-03,,Pay 46300.00 today. The projected balance remains above the required minimum.
request_87,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_88,12235.89,affordable_with_plan,installments,2024-06-14:9045.23;2024-07-15:9045.23;2024-08-15:9045.23,2024-08-15,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_89,12028421.66,affordable_with_plan,installments,2025-11-18:4768746.67;2025-12-16:4768746.67;2026-01-13:4768746.67,2026-01-13,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_90,2560.00,affordable_now,full_payment,2026-07-06:2560,2026-07-06,,Pay 2560.00 today. The projected balance remains above the required minimum.
request_91,862.22,affordable_later,wait,2024-09-14:1927.2,2024-09-14,,Wait until 2024-09-14 to make the full payment. Paying earlier would risk the required minimum balance.
request_92,6615.66,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_93,1729.20,affordable_now,full_payment,2026-04-07:1729.2,2026-04-07,,Pay 1729.20 today. The projected balance remains above the required minimum.
request_94,572.00,affordable_now,full_payment,2024-12-04:572,2024-12-04,,Pay 572.00 today. The projected balance remains above the required minimum.
request_95,46607.51,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_96,84149.89,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_97,3179.15,affordable_with_plan,installments,2024-03-19:8145.28;2024-04-19:8145.28;2024-05-20:8145.28,2024-05-20,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_98,14083.16,affordable_later,wait,2025-08-14:27148,2025-08-14,,Wait until 2025-08-14 to make the full payment. Paying earlier would risk the required minimum balance.
request_99,18062.00,affordable_now,full_payment,2026-07-04:18062,2026-07-04,,Pay 18062.00 today. The projected balance remains above the required minimum.
